C03099,C-FSKM,CRJ1,JZA
C03237,C-FTAK,DH8C,JZA
C03885,C-FVKM,CRJ1,JZA
C03886,C-FVKN,CRJ1,JZA
C03B04,C-FWJB,CRJ1,JZA
C03B08,C-FWJF,CRJ1,JZA
C03BE4,C-FWRR,CRJ1,JZA
C03BE6,C-FWRT,CRJ1,JZA
C03BEF,C-FWSC,CRJ1,JZA
C044C8,C-GABF,DH8A,JZA
C044D1,C-GABO,DH8C,JZA
C044D2,C-GABP,DH8C,JZA
C04605,C-GANK,DH8A,JZA
C0460B,C-GANQ,DH8A,JZA
C0460D,C-GANS,DH8A,JZA
C04BE1,C-GCTC,DH8A,JZA
C05127,C-GETA,DH8C,JZA
C0556B,C-GGJA,CRJ2,JZA
C05913,C-GHTA,DH8C,JZA
C05B42,C-GION,DH8A,JZA
C05D43,C-GJIG,DH8A,JZA
C05DAD,C-GJMI,DH8A,JZA
C05E56,C-GJSV,DH8A,JZA
C05E58,C-GJSX,DH8A,JZA
C05F10,C-GJZZ,CRJ2,JZA
C05F82,C-GKEJ,CRJ2,JZA
C05F83,C-GKEK,CRJ2,JZA
C05F85,C-GKEM,CRJ2,JZA
C05F88,C-GKEP,CRJ2,JZA
C05F8A,C-GKER,CRJ2,JZA
C05F8D,C-GKEU,CRJ2,JZA
C05F8F,C-GKEW,CRJ2,JZA
C05F92,C-GKEZ,CRJ2,JZA
C05FA4,C-GKFR,CRJ2,JZA
C05FAF,C-GKGC,CRJ2,JZA
C0608A,C-GKON,DH8A,JZA
C060FF,C-GKTA,DH8C,JZA
C063A3,C-GLTA,DH8C,JZA
C06543,C-GMJA,CRJ2,JZA
C065D2,C-GMON,DH8C,JZA
C06647,C-GMTA,DH8C,JZA
C067E7,C-GNJA,CRJ2,JZA
C06876,C-GNON,DH8C,JZA
C06AF6,C-GOND,DH8A,JZA
C06AFC,C-GONJ,DH8A,JZA
C06B00,C-GONN,DH8A,JZA
C06B04,C-GONR,DH8A,JZA
C06B09,C-GONW,DH8A,JZA
C06B0A,C-GONX,DH8A,JZA
C06B0B,C-GONY,DH8A,JZA
C06FD3,C-GQJA,CRJ2,JZA
C0761F,C-GSTA,DH8C,JZA
C076DB,C-GTAG,DH8C,JZA
C076DD,C-GTAI,DH8A,JZA
C076E5,C-GTAQ,DH8C,JZA
C076E8,C-GTAT,DH8C,JZA
C076FE,C-GTBP,DH8A,JZA
C07A63,C-GUJA,CRJ2,JZA
C07AF2,C-GUON,DH8C,JZA
C07D96,C-GVON,DH8C,JZA
C07E0B,C-GVTA,DH8C,JZA
C0824F,C-GXJA,CRJ2,JZA
C08797,C-GZJA,CRJ2,JZA
C054E3,C-GGDU,DH8D,JZA
70620C,9K-CAK,A320,JZR
706202,9K-CAA,A320,JZR
706204,9K-CAC,A320,JZR
706205,9K-CAD,A320,JZR
70620A,9K-CAI,A320,JZR
70620B,9K-CAJ,A320,JZR
70620D,9K-CAL,A320,JZR
70620,9K-CAM,A320,JZR
706005,9K-AKB,A320,KAC
706004,9K-AKA,A320,KAC
706006,9K-AKC,A320,KAC
706007,9K-ALA,A310,KAC
706008,9K-ALB,A310,KAC
706009,9K-ALC,A310,KAC
70600B,9K-AMA,A306,KAC
70600C,9K-AMB,A306,KAC
70600D,9K-AMC,A306,KAC
70600,9K-AMD,A306,KAC
70600F,9K-AME,A306,KAC
706010,9K-ADE,B744,KAC
706013,9K-ANA,A343,KAC
706014,9K-ANB,A343,KAC
706015,9K-ANC,A343,KAC
706016,9K-AND,A343,KAC
706017,9K-AOA,B772,KAC
706018,9K-AOB,B772,KAC
A03FA7,N115K,C560,KAI
A0583D,N121JM,GLF4,KAI
A1F3FD,N225EE,GLF5,KAI
A210CF,N232K,GLF4,KAI
A63847,N50HA,GLF5,KAI
AA41BD,N760CC,GLF5,KAI
A0178F,N105CX,GLF5,KAI
A7743F,N58HA,CL30,KAI
A155DF,N1852B,GLF5,KAI
A7E534,N608CL,GLF4,KAI
A8102D,N619A,GLF4,KAI
AC7E36,N904BW,H25B,KAI
71BF82,HL7782,B77W,KAL
71BE10,HL7610,B748,KAL
71BA39,HL7239,A306,KAL
71BA41,HL7241,A306,KAL
71BC00,HL7400,B744,KAL
71BC02,HL7402,B744,KAL
71BC03,HL7403,B744,KAL
71BC04,HL7404,B744,KAL
71BC34,HL7434,B744,KAL
71BC37,HL7437,B744,KAL
71BC38,HL7438,B744,KAL
71BC39,HL7439,B744,KAL
71BC48,HL7448,B744,KAL
71BC49,HL7449,B744,KAL
71BC60,HL7460,B744,KAL
71BC61,HL7461,B744,KAL
71BC62,HL7462,B744,KAL
71BC66,HL7466,B744,KAL
71BC67,HL7467,B744,KAL
71BC72,HL7472,B744,KAL
71BC73,HL7473,B744,KAL
71BC84,HL7484,B744,KAL
71BC85,HL7485,B744,KAL
71BC86,HL7486,B744,KAL
71BC87,HL7487,B744,KAL
71BC89,HL7489,B744,KAL
71BC90,HL7490,B744,KAL
71BC91,HL7491,B744,KAL
71BC92,HL7492,B744,KAL
71BC93,HL7493,B744,KAL
71BC94,HL7494,B744,KAL
71BC95,HL7495,B744,KAL
71BC98,HL7498,B744,KAL
71BC99,HL7499,B744,KAL
71BD24,HL7524,A333,KAL
71BD25,HL7525,A333,KAL
71BD26,HL7526,B772,KAL
71BD30,HL7530,B772,KAL
71BD31,HL7531,B772,KAL
71BD32,HL7532,B773,KAL
71BD33,HL7533,B773,KAL
71BD34,HL7534,B773,KAL
71BD38,HL7538,A332,KAL
71BD39,HL7539,A332,KAL
71BD40,HL7540,A333,KAL
71BD50,HL7550,A333,KAL
71BD51,HL7551,A333,KAL
71BD52,HL7552,A332,KAL
71BD53,HL7553,A333,KAL
71BD54,HL7554,A333,KAL
71BD60,HL7560,B738,KAL
71BD61,HL7561,B738,KAL
71BD62,HL7562,B738,KAL
71BD65,HL7565,B738,KAL
71BD66,HL7566,B738,KAL
71BD68,HL7568,B738,KAL
71BD73,HL7573,B773,KAL
71BD74,HL7574,B772,KAL
71BD75,HL7575,B772,KAL
71BD84,HL7584,A333,KAL
71BD85,HL7585,A333,KAL
71BD86,HL7586,A333,KAL
71BD87,HL7587,A333,KAL
71BD98,HL7598,B772,KAL
71BE00,HL7600,B744,KAL
71BE01,HL7601,B744,KAL
71BE02,HL7602,B744,KAL
71BE03,HL7603,B744,KAL
71BE13,HL7613,A388,KAL
71BE05,HL7605,B744,KAL
71BF02,HL7702,A333,KAL
71BF05,HL7705,B739,KAL
71BF09,HL7709,A333,KAL
71BF10,HL7710,A333,KAL
71BF14,HL7714,B772,KAL
71BF15,HL7715,B772,KAL
71BF18,HL7718,B739,KAL
71BF19,HL7719,B739,KAL
71BF20,HL7720,A333,KAL
71BF21,HL7721,B772,KAL
71BF24,HL7724,B739,KAL
71BF26,HL7726,B739,KAL
71BF27,HL7727,B739,KAL
71BF28,HL7728,B739,KAL
71BF33,HL7733,B772,KAL
71BF34,HL7734,B772,KAL
71BF43,HL7743,B772,KAL
71BF50,HL7750,B772,KAL
71BF51,HL7751,B772,KAL
71BF52,HL7752,B772,KAL
71BF57,HL7757,B738,KAL
71BF58,HL7758,B738,KAL
71BE16,HL7616,B744,KAL
71BE18,HL7618,B744,KAL
71C209,HL8209,B77W,KAL
71C251,HL8251,B77L,KAL
71BE09,HL7609,B748,KAL
71C242,HL8242,B738,KAL
71BF84,HL7784,B77W,KAL
71BF65,HL7765,B772,KAL
71BF66,HL7766,B772,KAL
71BE15,HL7615,A388,KAL
71BF64,HL7764,B772,KAL
71BF83,HL7783,B77W,KAL
71C208,HL8208,B77W,KAL
71C222,HL8222,B737,KAL
71C210,HL8210,B77W,KAL
71C211,HL8211,A332,KAL
71C212,HL8212,A332,KAL
71C227,HL8227,A332,KAL
71BA40,HL7240,A306,KAL
71C228,HL8228,A332,KAL
71BE11,HL7611,A388,KAL
71C217,HL8217,B77W,KAL
71C223,HL8223,B739,KAL
71C221,HL8221,B739,KAL
71BE12,HL7612,A388,KAL
71C224,HL8224,B738,KAL
71C216,HL8216,B77W,KAL
71BE14,HL7614,A388,KAL
71C240,HL8240,B738,KAL
71C218,HL8218,B77W,KAL
71BE20,HL7620,B744,KAL
71C241,HL8241,B738,KAL
71C244,HL8244,B738,KAL
71C243,HL8243,B738,KAL
71C245,HL8245,B738,KAL
71C225,HL8225,B738,KAL
71BD69,HL7569,B739,KAL
71BF85,HL7785,B738,KAL
71BF04,HL7704,B739,KAL
71C248,HL8248,B739,KAL
71BF86,HL7786,B738,KAL
71BF17,HL7717,B739,KAL
71C246,HL8246,B738,KAL
71C252,HL8252,B77L,KAL
71C250,HL8250,B77W,KAL
71C249,HL8249,B739,KAL
71BF25,HL7725,B739,KAL
71BD59,HL7559,B738,KAL
71BD67,HL7567,B738,KAL
71BF06,HL7706,B739,KAL
71BF07,HL7707,B739,KAL
71BF08,HL7708,B739,KAL
71BF16,HL7716,B739,KAL
71C247,HL8247,B738,KAL
71BD64,HL7564,B738,KAL
71BD99,HL7599,B739,KAL
71BE19,HL7619,A388,KAL
71C226,HL8226,B77L,KAL
71C274,HL8274,B77W,KAL
71C276,HL8276,A332,KAL
71BE17,HL7617,B748,KAL
71C275,HL8275,B77W,KAL
71C273,HL8273,B739,KAL
71C272,HL8272,B739,KAL
71BE21,HL7621,A388,KAL
3C065B,D-ARKO,GLEX,KAY
C05F2C,C-GKBB,BE9L,KBA
508247,UR-DAK,A320,KCA
5082C3,UR-CKR,A320,KCA
508277,UR-CJU,MD83,KCA
C05CDD,C-GJEI,CL30,KCE
C05D7B,C-GJKK,H25B,KCE
C05CC3,C-GJDI,BE20,KCE
C01AA5,C-FKCI,CL30,KCE
A4380D,N371FP,GLF4,KEY
C05F9A,C-GKFH,B722,KFA
4CAB10,EI-FBV,A321,KGL
4CA9BF,EI-ETJ,A321,KGL
4CA9B0,EI-ETH,A321,KGL
4CA9C8,EI-ETK,A321,KGL
4CA9C9,EI-ETL,A321,KGL
4BAD82,TC-KLB,A320,KGL
4BAD81,TC-KLA,A320,KGL
150694,RA-67220,CRJ2,KGL
150692,RA-67218,CRJ2,KGL
4CAAEA,EI-FBH,A321,KGL
6010FA,EX-32002,A320,KGZ
5082D1,UR-CLR,B738,KHK
5082D3,UR-CLT,B763,KHK
451F09,UR-CHS,MD83,KHO
5082BF,UR-CKS,A320,KHO
50826C,UR-CJR,MD82,KHO
C87F01,NZ7572,B752,KIW
C87F00,NZ7571,B752,KIW
C87F04,NZ7003,C130,KIW
4B8692,TC-ATR,A321,KKK
4B8684,TC-ATD,A319,KKK
484B00,PH-KZS,F70,KLC
484B03,PH-KZV,F70,KLC
484B04,PH-KZW,F70,KLC
484C26,PH-EZK,E190,KLC
484B31,PH-EZD,E190,KLC
4840D3,PH-KZA,F70,KLC
4840D4,PH-KZB,F70,KLC
4840D5,PH-KZC,F70 ,KLC
4840D6,PH-KZD,F70,KLC
484000,PH-KZE,F70,KLC
4840FC,PH-WXA,F70,KLC
4840FD,PH-WXC,F70 ,KLC
48416F,PH-KZM,F70,KLC
484170,PH-KZL,F70,KLC
484197,PH-JCH,F70,KLC
4841A4,PH-KZN,F70,KLC
4841B7,PH-JCT,F70,KLC
4841B8,PH-KZO,F70,KLC
4841B9,PH-KZP,F70,KLC
4841BA,PH-KZR,F70,KLC
4843C6,PH-WXD,F70,KLC
484450,PH-OFM,F100,KLC
4844DF,PH-OFO,F100,KLC
4844,PH-OFP,F100,KLC
484C50,PH-EZL,E190,KLC
484C51,PH-EZM,E190,KLC
484B30,PH-EZC,E190,KLC
484ACB,PH-EZA,E190,KLC
484ACC,PH-EZB,E190,KLC
484B01,PH-KZT,F70,KLC
484B02,PH-KZU,F70,KLC
484B32,PH-EZE,E190,KLC
484BD1,PH-EZF,E190,KLC
484C1B,PH-EZG,E190,KLC
484C24,PH-EZH,E190,KLC
484C25,PH-EZI,E190,KLC
484C52,PH-EZN,E190,KLC
484C53,PH-EZO,E190,KLC
484C54,PH-EZP,E190,KLC
484CC2,PH-EZR,E190,KLC
484CC3,PH-EZS,E190,KLC
484F7C,PH-EZT,E190,KLC
484F7D,PH-EZU,E190,KLC
484F7E,PH-EZV,E190,KLC
484F7F,PH-EZW,E190,KLC
484F80,PH-EZX,E190,KLC
485064,PH-EZY,E190,KLC
485065,PH-EZZ,E190,KLC
4598C2,OY-FFB,C501,KLG
484437,PH-CKD,B744,KLM
484B91,PH-BGK,B737,KLM
484F07,PH-BGP,B737,KLM
484000,PH-BFA,B744,KLM
484001,PH-BFB,B744,KLM
484002,PH-BFC,B744,KLM
484003,PH-BFD,B744,KLM
484004,PH-BFE,B744,KLM
484005,PH-BFF,B744,KLM
484006,PH-BFH x,B744,KLM
484007,PH-BFG x,B744,KLM
48403D,PH-BFI,B744,KLM
48403,PH-BFK,B744,KLM
48404,PH-BFL,B744,KLM
484055,PH-BFM,B744,KLM
484056,PH-BFN,B744,KLM
484057,PH-BFO,B744,KLM
484058,PH-BFP,B744,KLM
48405D,PH-BFR,B744,KLM
48405,PH-BFS,B744,KLM
48405F,PH-KCA,MD11,KLM
484060,PH-KCB,MD11,KLM
484061,PH-KCC,MD11,KLM
484062,PH-KCD,MD11,KLM
484063,PH-KCE,MD11,KLM
484064,PH-KCF,MD11,KLM
484065,PH-KCG,MD11,KLM
484067,PH-KCI,MD11,KLM
484068,PH-KCK,MD11,KLM
4840CF,PH-BFT,B744,KLM
4840DF,PH-BFU,B744,KLM
4840,PH-BFV,B744,KLM
484130,PH-BXA,B738,KLM
484131,PH-BXB,B738,KLM
484132,PH-BXC,B738,KLM
484133,PH-BXD,B738,KLM
48415,PH-BXE,B738,KLM
48415F,PH-BXF,B738,KLM
484160,PH-BXG,B738,KLM
484161,PH-BXH,B738,KLM
484162,PH-BXI,B738,KLM
484163,PH-BXK,B738,KLM
484164,PH-BXL,B738,KLM
484165,PH-BXM,B738,KLM
484166,PH-BXN,B738,KLM
484174,PH-BFW,B744,KLM
484175,PH-BFY,B744,KLM
48418A,PH-BXO,B739,KLM
48418B,PH-BXP,B739,KLM
48418C,PH-BXR,B739,KLM
48418D,PH-BXS,B739,KLM
4841A6,PH-BXT,B739,KLM
4841AD,PH-BQN,B772,KLM
4841C3,PH-CKA,B744,KLM
4841C4,PH-CKB,B744,KLM
4841C5,PH-CKC,B744,KLM
484368,PH-BQA,B772,KLM
484369,PH-BQB,B772,KLM
48436A,PH-BQC,B772,KLM
48436B,PH-BQD,B772,KLM
48436C,PH-BQE,B772,KLM
48436D,PH-BQF,B772,KLM
48436,PH-BQG,B772,KLM
48436F,PH-BQH,B772,KLM
484370,PH-BQI,B772,KLM
484371,PH-BQK,B772,KLM
4843F2,PH-BQO,B772,KLM
4843F3,PH-BQP,B772,KLM
48440F,PH-AOA,A332,KLM
484410,PH-AOB,A332,KLM
484411,PH-AOC,A332,KLM
484415,PH-BQL,B772,KLM
484416,PH-BQM,B772,KLM
484442,PH-BXU,B738,KLM
484443,PH-AOD,A332,KLM
484444,PH-AOE,A332,KLM
484445,PH-AOF,A332,KLM
4844C6,PH-BXV,B738,KLM
484555,PH-BXW,B738,KLM
484B8F,PH-BGH,B737,KLM
484561,PH-BVD,B77W,KLM
484557,PH-BXZ,B738,KLM
48455F,PH-BVB,B77W,KLM
4845AC,PH-AOL,A332,KLM
48455,PH-BVA,B77W,KLM
484556,PH-BXY,B738,KLM
484558,PH-BGA,B738,KLM
484559,PH-BGB,B738,KLM
48455A,PH-BGC,B738,KLM
48455C,PH-BGE,B737,KLM
48455B,PH-BGD,B737,KLM
48455D,PH-BGF,B737,KLM
484966,PH-BGG,B737,KLM
484560,PH-BVC,B77W,KLM
484B90,PH-BGI,B737,KLM
484CB5,PH-BGN,B737,KLM
484B92,PH-BGL,B737,KLM
484CC6,PH-AOM,A332,KLM
484CB4,PH-BCA,B738,KLM
484CBA,PH-BVF,B77W,KLM
484F06,PH-BGM,B737,KLM
484CB6,PH-BGO,B737,KLM
484F18,PH-BCB,B738,KLM
484CB7,PH-BGQ,B737,KLM
484CDB,PH-BGV,EUPA,KLM
484CB8,PH-BGR,B737,KLM
484CB9,PH-BGT,B737,KLM
484F15,PH-BGU,B737,KLM
484F17,PH-BGX,B737,KLM
484F16,PH-BGW,B737,KLM
484F71,PH-AKA,A333,KLM
484F72,PH-AKB,A333,KLM
484F73,PH-AKD,A333,KLM
484CBB,PH-BVG,B77W,KLM
484CBC,PH-BVI,B77W,KLM
484FFF,PH-AKE,A333,KLM
484FAD,PH-AON,A332,KLM
485000,PH-BVK,B77W,KLM
484FDE,PH-BCD,B738,KLM
8A03E8,PK-KSU,AT76,KLS
700005,YA-KMG,MD83,KMF
700008,YA-KAM,B762,KMF
7BB067,B-2635,B737,KNA
7BB086,B-2666,B737,KNA
7BB0AB,B-2679,B737,KNA
75002,9M-MPD,B744,KNE
424156,VP-CXO,A320,KNE
424149,VP-CXQ,A320,KNE
42414D,VP-CXP,A320,KNE
42417F,VP-CXL,A320,KNE
4241C1,VP-CQT,E190,KNE
424192,VP-CQX,E190,KNE
04C01D,5Y-KQC,B733,KQA
04C024,5Y-KQE,B737,KQA
04C025,5Y-KQF,B737,KQA
04C026,5Y-KQG,B737,KQA
04C027,5Y-KQH,B737,KQA
04C029,5Y-KQZ,B763,KQA
04C02A,5Y-KQY,B763,KQA
04C02B,5Y-KQX,B763,KQA
04C02F,5Y-KQU,B772,KQA
04C030,5Y-KYX,B763,KQA
04C036,5Y-KQT,B772,KQA
04C037,5Y-KQS,B772,KQA
04C03F,5Y-KYB,B738,KQA
04C040,5Y-KYC,B738,KQA
04C041,5Y-KYZ,B772,KQA
04C0D3,5Y-KYV,B763,KQA
04C03A,5Y-KYH,E170,KQA
04C043,5Y-KYJ,E170,KQA
04C007,5Y-KYW,B763,KQA
04C0B2,5Y-KYG,E170,KQA
04C0B3,5Y-KYL,E170,KQA
04C006,5Y-KYM,B733,KQA
04C008,5Y-KYN,B733,KQA
04C042,5Y-KYK,E170,KQA
A98EBA,5Y-KQG x,B737,KQA
04C044,5Y-KYE,B738,KQA
04C045,5Y-KYF,B738,KQA
4A0841,YR-BBA,B733,KRP
4A0693,YR-ATS,AT75,KRP
AD4B01,N956AR,MD11,KYE
AD34B7,N950AR,MD11,KYE
AD386E,N951AR,MD11,KYE
AD474A,N955AR,MD11,KYE
AD3C25,N952AR,MD11,KYE
AD4393,N954AR,MD11,KYE
AD3FDC,N953AR,MD11,KYE
48433,P4-KBC,A320,KZR
4844A1,P4-WAS,A320,KZR
4844A3,P4-XAS,A320,KZR
4840DE,P4-EAS,B752,KZR
484124,P4-TAS,A320,KZR
484339,P4-FAS,B752,KZR
48433A,P4-GAS,B752,KZR
484354,P4-MAS,B752,KZR
48448C,P4-KCA,B763,KZR
484492,P4-KCB,B763,KZR
484356,P4-OAS,A321,KZR
484355,P4-NAS,A321,KZR
48435B,P4-KCU,B752,KZR
4844AD,P4-KCF,E190,KZR
484490,P4-VAS,A320,KZR
4844A4,P4-YAS,A319,KZR
484127,P4-KCC,E190,KZR
484128,P4-KCD,E190,KZR
4844A5,P4-KBB,A320,KZR
484346,P4-KCE,E190,KZR
48411F,P4-KCH,E190,KZR
484360,P4-KCG,E190,KZR
4844B7,P4-KDA,A321,KZR
4844BA,P4-KDB,A321,KZR
48448D,P4-KBA,A320,KZR
48411A,P4-KCI,E190,KZR
4844A0,P4-KEA,B763,KZR
48411,P4-KEB,B763,KZR
4BD8AC,TC-VEL,A310,KZU
18025,5A-DLY,A306,LAA
18046,5A-LAE,CRJ9,LAA
01802D,5A-LAC,CRJ9,LAA
01802B,5A-LAA,CRJ9,LAA
01802C,5A-LAB,CRJ9,LAA
18045,5A-LAD,CRJ9,LAA
18061,5A-LAH,A320,LAA
18062,5A-LAI,A320,LAA
01806A,5A-LAJ,A320,LAA
18074,5A-LAN,CRJ9,LAA
18073,5A-LAM,CRJ9,LAA
01806B,5A-LAK,A320,LAA
18072,5A-LAL,CRJ9,LAA
01807C,5A-LAS,A332,LAA
18077,5A-LAO,A320,LAA
18078,5A-LAP,A320,LAA
01807A,5A-LAQ,A320,LAA
01807B,5A-LAR,A332,LAA
6011,C9-BAP,B735,LAM
E80274,CC-BFQ,A320,LAN
E80209,CC-CPQ,A319,LAN
E8040B,CC-CXI,B763,LAN
E8040D,CC-CXK,B763,LAN
E8043E,CC-BFA,A320,LAN
E80244,CC-CXH,B763,LAN
E8040A,CC-CXL,B763,LAN
E80263,CC-BCB,A319,LAN
E80208,CC-CWN,B763,LAN
E8020A,CC-CPX,A319,LAN
E8020B,CC-CQK,A319,LAN
E80210,CC-CWV,B763,LAN
E80211,CC-CWY,B763,LAN
E80213,CC-CQG,A343,LAN
E80410,CC-BJA,B763,LAN
E8022A,CC-CWF,B763,LAN
E8022D,CC-CBJ,B763,LAN
E8022E,CC-CRG,B763,LAN
E80233,CC-CZW,B763,LAN
E80234,CC-CZT,B763,LAN
E80235,CC-CZU,B763,LAN
E80237,CC-COM,A320,LAN
E8023B,CC-COF,A320,LAN
E8023C,CC-CQA,A343,LAN
E8023D,CC-CQC,A343,LAN
E8023E,CC-CQE,A343,LAN
E8023F,CC-CQF,A343,LAN
E80251,CC-COY,A319,LAN
E8025E,CC-CPJ,A319,LAN
E8025F,CC-CPL,A319,LAN
E80260,CC-CPM,A319,LAN
E80261,CC-CPO,A319,LAN
E80228,CC-CVS,A318,LAN
E80232,CC-CRV,B763,LAN
E8021A,CC-CXD,B763,LAN
E80406,CC-CZS,A318,LAN
E8021D,CC-CXF,B763,LAN
E8021C,CC-CXE,B763,LAN
E80217,CC-CVR,A318,LAN
E80212,CC-CXC,B763,LAN
E80242,CC-CXG,B763,LAN
E80408,CC-CYJ,A319,LAN
E80409,CC-CYL,A319,LAN
E80219,CC-CQN,A320,LAN
E8024F,CC-COX,A319,LAN
E8040C,CC-CXJ,B763,LAN
E80417,CC-BAG,A320,LAN
E80418,CC-BAH,A320,LAN
E80419,CC-BAI,A320,LAN
E80262,CC-BCA,A319,LAN
E8041A,CC-BAJ,A320,LAN
E8041B,CC-BAK,A320,LAN
E80264,CC-BCC,A319,LAN
E8041C,CC-BJB,A320,LAN
E8041D,CC-BJC,A320,LAN
E8041E,CC-BAL,A320,LAN
E8041F,CC-BAM,A320,LAN
E80423,CC-BAN,A320,LAN
E80424,CC-BAO,A320,LAN
E80425,CC-BAP,A320,LAN
E80426,CC-BAQ,A320,LAN
E80420,CC-BDA,B763,LAN
E80427,CC-BCD,A319,LAN
E80421,CC-BDB,B763,LAN
E80428,CC-BAR,A320,LAN
E80429,CC-BAS,A320,LAN
E8042A,CC-BAT,A320,LAN
E80422,CC-BDC,B763,LAN
E8042B,CC-BAU,A320,LAN
E80430,CC-BCE,A319,LAN
E80432,CC-BCF,A319,LAN
E80435,CC-BAW,A320,LAN
E80436,CC-BAX,A320,LAN
E8043C,CC-BAY,A320,LAN
E8042D,CC-BDD,B763,LAN
E8042E,CC-BDE,B763,LAN
E8043D,CC-BAZ,A320,LAN
E8042F,CC-BDF,B763,LAN
E80431,CC-BDG,B763,LAN
E8043F,CC-BFB,A320,LAN
E8040E,CC-BBA,B788,LAN
E8024E,CC-COU,A319,LAN
E80252,CC-COZ,A319,LAN
E80253,CC-CPE,A319,LAN
E8020C,CC-CQL,A319,LAN
E80400,CC-CYE,A319,LAN
E80401,CC-CYF,A319,LAN
E80407,CC-CYI,A319,LAN
E80416,CC-BAF,A320,LAN
E80218,CC-CQM,A320,LAN
E80433,CC-BDH,B763,LAN
E80204,CC-BFD,A320,LAN
E80201,CC-BFC,A320,LAN
E8040F,CC-BBB,B788,LAN
E8043A,CC-BBC,B788,LAN
E80207,CC-BFE,A320,LAN
E8021B,CC-BFF,A320,LAN
E80265,CC-BDM,B763,LAN
E80268,CC-BFH,A320,LAN
E80267,CC-BFG,A320,LAN
E8026E,CC-BFL,A320,LAN
E8026A,CC-BFJ,A320,LAN
E80629,CC-BFI,A320,LAN
E80266,CC-BDN,B763,LAN
E8026D,CC-BFK,A320,LAN
E8026F,CC-BFM,A320,LAN
E80270,CC-BFN,A320,LAN
E8026B,CC-BDO,B763,LAN
E8021F,CC-CQP,A320,LAN
E80271,CC-BDP,B763,LAN
E80272,CC-BFO,A320,LAN
E80273,CC-BFP,A320,LAN
E8026C,CC-BBE,B788,LAN
E8043B,CC-BBD,B788,LAN
E80276,CC-BFS,A320,LAN
E80275,CC-BFR,A320,LAN
708014,RDPL-34174,AT75,LAO
70801B,RDPL-34188,A320,LAO
708025,RDPL-34223,A320,LAO
708026,RDPL-34224,A320,LAO
708024,RDPL-34195,SU95,LAO
34430C,EC-LTG,B734,LAV
344144,EC-LNC,B734,LAV
34341A,EC-LAV,B734,LAV
02A1A5,TS-INF,A320,LBT
02A1A0,TS-INA,A320,LBT
02A1A1,TS-INB,A320,LBT
02A1A2,TS-INC,A320,LBT
02A1AD,TS-INN,A320,LBT
02A1AB,TS-INL,A320,LBT
02A1AF,TS-INP,A320,LBT
02A1A7,TS-INH,A320,LBT
02A1AE,TS-INO,A320,LBT
3A4404,F-ORAE,A320,LBY
3A4403,F-ORAD,A320,LBY
3A4409,F-ORAJ,A319,LBY
3A4407,F-ORAH,A319,LBY
3A4406,F-ORAG,A319,LBY
3A4400,F-ORAA,AT75,LBY
3A4408,F-ORAI,AT75,LBY
AA87BA,N778LA,B77L,LCO
18064,5A-DNO,IL76,LCR
39558B,F-GVML,GLEX,LEA
4D00C0,LX-LGW,E145,LGL
4D00C1,LX-LGQ,B737,LGL
4D00C2,LX-LGR,B737,LGL
4D00C3,LX-LGS,B737,LGL
4D00E5,LX-LGA,DH8D,LGL
4D00F8,LX-LGX,E145,LGL
4D00F9,LX-LGY,E145,LGL
4D00FA,LX-LGZ,E145,LGL
4D00FB,LX-LGI,E145,LGL
4D00FC,LX-LGJ,E145,LGL
4D00C6,LX-LGE,DH8D,LGL
4D00C9,LX-LGF,DH8D,LGL
4D00CA,LX-LGG,DH8D,LGL
4D00CB,LX-LGH,DH8D,LGL
4D00D0,LX-LGM,DH8D,LGL
4D00D4,LX-LGN,DH8D,LGL
4D00F6,LX-LGU,B738,LGL
424566,VQ-BYT,F900,LGT
0CA2E0,V2-LIC,AT76,LIA
0CA2C0,V2-LIB,AT76,LIA
0CA2F0,V2-LID,AT46,LIA
140AD3,RA-02771,,LIN
708027,RDPL-34196,SU95,LKA
708029,RDPL-34197,SU95,LKA
780903,B-5292,B737,LKE
7800D4,B-6212,A319,LKE
78055,B-5407,B738,LKE
78055F,B-5409,B738,LKE
780567,B-5449,B738,LKE
780251,B-6221,A319,LKE
780307,B-5248,B737,LKE
780308,B-5249,B737,LKE
780710,B-5272,B737,LKE
780904,B-6943,A320,LKE
780913,B-6947,A320,LKE
7BB115,B-5091,B737,LKE
7BB116,B-5092,B737,LKE
78095C,B-6959,A320,LKE
780AFD,B-5805,B738,LKE
780B00,B-5806,B737,LKE
489C02,SP-HAC,A320,LLC
503C70,LY-AQX,B733,LLC
503C6F,LY-FLJ,B733,LLC
503C73,LY-SPB,A320,LLC
503C60,LY-FLC,B733,LLC
503C71,LY-AQV,B733,LLC
489C01,SP-HAB,A320,LLC
503C6D,LY-FLE,B733,LLC
503C6E,LY-FLH,B733,LLC
424079,VP-BRS,B735,LLM
42461A,VQ-BPD,CRJ2,LLM
42461B,VQ-BPC,CRJ2,LLM
424619,VQ-BPB,CRJ2,LLM
42461C,VQ-BPA,CRJ2,LLM
42427B,VP-BBA,CRJ2,LLM
424289,VP-BBC,CRJ2,LLM
42428A,VP-BBE,CRJ2,LLM
4242B8,VP-BBM,CRJ2,LLM
42427C,VP-BBN,A320,LLM
42428B,VP-BCU,A320,LLM
424285,VP-BCN,A320,LLM
424078,VP-BRQ,B735,LLM
42407A,VP-BRU,B735,LLM
